,Sender,Recipient,Date,Sender Location,Recipient Location,Archive,Rauner Item ID,Published,Copyright Holder,Comments
617,"Rosenzweig,  Franz","Oppenheim, Gertrud",1923-06-01,Frankfurt,,Kassel,,,,Dat/Empf: Couvert u. ÜbergL;
618,"Rosenzweig, Franz","Stahl, Rudolf",1923-08-02,,,Kassel,,,,"Dat GS; hdf auf Brf:1. Aug. 1923; zum ""Fragegeist"" des Lehrhauses"
619,"Rosenzweig, Franz","Stahl, Rudolf",1923-08-03,,,Kassel,,,,Dat GS u. Lupe; Rolle Dr. Stahls im Lehrhaus
620,"Ehrenberg,  Rudolf","Rosenzweig,  Franz",1923-08-21,Kassel,,Kassel,,,,zu den Antinomien im Stern; Antwort von Franz in [R136; dazw. Besuch R. bei FR
621,"Rosenzweig,  Edith","Oppenheim,  Gertrud",1923-08-28,,,Kassel,,,,Forts 2. Sept.; zu Reiseplänen mit GO? - Heidelberg [Hans E.]?  Würzburg
622,"Rosenzweig , Franz","Prager, Josef",1923-09-18,,,Kassel,,,,beginnende Einschränkung; Umstellg beim Schreiben u zu Rafael
623,"Ehrenberg, Rudolf","Rosenzweig, Franz",1923-10-04,Göttingen,,Kassel,,,,Antwort auf [R136
624,"Rosenzweig,  Edith","Oppenheim,  Gertrud",1923-10-04,Frankfurt,,Kassel,,,,hatten so gute  Nähe zusammen; jetzt wieder viel zu tun; soll aber nicht abreißen
625,"Rosenzweig,  Edith","Oppenheim,  Gertrud",1923-10-08,Frankfurt,,Kassel,,,,"neue Haushilfe; Gritli kommt nicht, wie geplant, für längere Zeit; Enttäuschung"
626,"Rosenzweig , Franz","Mayer, Dr., Eugen",1923-11-06,Frankfurt,,Kassel,,,,"Von Edith Rosenzweig verdeutlicht, vgl. GS I,2 ggüber S. 927; zu Vorlesg Buber"
627,"Rosenzweig, Franz","Stahl, Rudolf",1923-11-09,,,Kassel,,,,zur Struktur des Lehrhauses
628,"Rosenzweig, Edith","Oppenheim, Gertrud",1923-11-13,Frankfurt,,Kassel,,,,Jahr hdf; finanzielle Schwierigkeiten wg der Inflation: keinen Tag Kredit mehr
629,"Rosenzweig, Franz","Seligmann, Ilse",1923-11-14,,,Kassel,,,,Dank f Übersetzung jüdischer Gebete von Martin Goldner.
630,"Rosenzweig,  Edith","Oppenheim,  Gertrud",1923-11-21,Frankfurt,,Kassel,,,,"zur heiklen fin. Lage;Schwrigkt mit Haushilfe; Belastung, aber alleinsein auch gut"
631,"Rosenzweig,  Franz","Rosenzweig, Adele",1923-12-25,,,Kassel,,,,"wird der Dauer der Krankheit inne, und wie sich ""die Welt"" dazu stellt."
632,"Rosenzweig,  Franz","Raeburn,  Walter",1923-12-28,,,Kassel,,,,"Empf: Walter, geb. als Regensburg, Vetter in London, hatte sich taufen lassen"
633,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1924-01-27,Frankfurt,,Kassel,,,,Dat:hdf auf Brf; PostStp passt nicht dazu; ms mit Verdeutlichung.
634,"Rosenzweig,  Edith","Rosenstock-H., Margrit",1924-02-12,Frankfurt,,Kassel,,,,Gritli läßt nichts hören? Erzählung vom Haushalt; Adeles Besuche; Hausmädchen
635,"Rosenzweig, Franz","Stahl, Rudolf",1924-03-21,Frankfurt M.,,Kassel,,,,was man über Gott aussagen kann - '...negiert Negatives...' Dat in KurzL abw.
636,"Rosenzweig, Franz","Simon, Ernst",1924-03-31,,,Kassel,,,,"Empfg : ÜbergL; ""In solcher Laun freit man kein Weib ...""; ms mit hd Korr. Kopie"
637,"Rosenzweig,  Franz u.a.","Rosenzweig, Adele",1924-04-02,,,Kassel,,,,"Zum ""Hegel"" und ""Stern""; viel Interna; Schreibkünste von Rafael; Gruß v Edith"
638,"Rosenzweig, Franz u. Ed.","Oppenheim,  Gertrud",1924-04-03,Frankfurt,,Kassel,,,,jeder Laut von außen willkommen; zur Kritik an Jehuda; Gruß von Edith: keine Zeit.
639,"Rosenzweig,  Edith","Oppenheim, Gertrud",1924-04-15,Frankfurt,,Kassel,,,,"Empf: Couvert; ""innerlich und äußerlich abgehetzt"""
640,"Rosenzweig,  Franz","Oppenheim, Gertrud",1924-04-15,Frankfurt,,Kassel,,,,Original.ms mit Nachziehen; Lesen wird schwer wg.Umblättern;Curtius;Vorurteile
641,"Rosenzweig,  Edith","Oppenheim,  Gertrud",1924-04-29,Frankfurt,,Kassel,,,,zu e Konflikt mit FR durch GO (Vertrauensbruch); aber Aussprachen und Lösung
642,"Rosenzweig, Franz",,1924-05-07,Frankfurt,,Kassel,,,,"Progr. Lehrhaus, 5. Lehrjahr, 3. Lehrgang, 07.05. - 03. 07; z. Jahr vgl. GS I,S.743"
643,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1924-05-20,Frankfurt,,Kassel,,,,"Vgl. 1924-06-04 = I,2 Nr. 936; zum Beruf des Dichters; engl. Anm. Rafael?"
644,"Rosenzweig,  Franz u. Ed.","Rosenzweig, Adele",1924-05-22,,,Kassel,,,,"Empf: ""Mutter"", zum Keren Hajesod-Grundfond für das Aufbauwerk Palästina"
645,"Rosenzweig, Franz","Oppenheim,  Gertrud",1924-06-04,,,Kassel,,,,"Inc. ""...zu verkindschen ..."".  Datum auf Brief; in  GS I,2 Nr. 936 abweichend (?)"
646,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1924-06-04,,,Kassel,,,,"Kopie von [B7; Dat auf Brief. In GS I,2 Nr.936 abw.; vgl. auch Übergabe.L"
647,"Rosenzweig,  Franz u. Ed.","Rosenzweig, Adele",1924-06-05,,,Kassel,,,,Zu Rezens v  Übers Jehuda und Akzeptanz von Hegelstudien; zum Radio; Interna
648,"Rosenzweig,  Franz","Prager, Joseph",1924-06-11,,,Kassel,,,,"zu Bespr. von Halevi in ""Jüdische Wochenzeitg"", Kassel, 06.06. 1925"
649,"Rosenzweig, Franz u. Ed.","Rosenzweig, Adele",1924-06-27,,,Kassel,,,,"""...Ein Kind malen lassen? ..."" E. zum Problem Haushaltshilfe und zu Rosenstocks"
650,"Rosenzweig,  Franz","Rosenstock-H. , Margrit",1924-07-11,,,Kassel,,,,
651,"Hallo,  Rudolf","Rosenzweig, Franz",1924-07-20,o.O.,,Kassel,,,,Gedicht zum Lob der Übersetzung Halevi
652,"Rosenzweig, Franz","Simon, Ernst",1924-08-26,,,Kassel,,,,"zu einem ""Jüdischen Heft"" für die Kameradenzeitschrift; zum Lernen locken"
653,"Rosenzweig, Franz u. Ed.","Rosenzweig, Adele",1924-08-27,,,Kassel,,,,"Empf:  ""Mutter""(Franz), ""Mama"" (Edith);zu ""Lehre"" und ""Gesetz""; aus dem Haushalt"
654,"Rosenzweig, Franz","Rosenstock-H., Margrit",1924-09-16,Dat in Kurzliste abw.,,Kassel,,"I,2 Nr. 954 ...S. 815 ...",,"zu Rafaels Geb., zu Sprache und zum Schmerz fühlen"
655,"Rosenzweig,  Edith","Rosenstock-H., Margrit",1924-10-14,Frankfurt,,Kassel,,,,"zum Häuslichen, von Hausmädchen; Franz'  Ernährung"
656,"Rosenzweig, Franz","Markowicz, Ernst",1924-11-02,,,Kassel,,,,Schr:Edith ;Gesetz lesen u. lernen; die biographischen Gnadenstunden abwarten
657,"Rosenzweig, Franz","Simon, Ernst",1924-11-13,,,Kassel,,,,"Brf hdf: Edith;  Bitte, mit F.R. zu lernen von und für Rabinkow"
658,"Rosenzweig,  Edith","Rosenstock-H., Margrit",1924-11-26,Frankfurt,,Kassel,,,,"""Das Nachhause Kommen war schön"": Gritli hatte ein paar Tage die Pflege übern."
659,"Rosenzweig, Franz","Simon, Ernst",1924-11-28,,,Kassel,,,,pdf: Edith; zum Lernen; zu einem Problem in hebr. Grammatik 
660,"Rosenzweig, Franz","Simon, Ernst",1924-12-06,,,Kassel,,,,"zu Leo Strauß' ""Theorie des pol. Zionismus"" im Lehrhaus; Anrede u. U. hd Edith"
661,"Rosenzweig,  Franz","Ehrenberg, Eva",1924-12-19,,,Kassel,,,,"Eva Ehrenberg, geb. Sommer; Forts.15. 1. 1925; dass sie auf ""Karriere"" schaut"
662,"Rosenzweig, Franz","Stahl, Rudolf",1925-01-09,,,Kassel,,,,zur Schulwahl für Rafael - Philantropin?
663,"Rosenzweig, Franz","Goldner, Martin",1925-01-11,Frankfurt,,Kassel,,,,"zu einem Beitrag üb jüd Jugendbewegung im ""Morgen"", soll Goldner ihn schreiben?"
664,"Rosenzweig, Adele","Rosenzweig,  Franz",1925-01-16,Kassel,,Kassel,,,,"""Ich bin die Mutter"" - Abs.ms von [A 9,1; 1,5 S."
665,"Rosenzweig, Adele","Rosenzweig,  Franz",1925-01-16,Kassel,,Kassel,,,,"""Ich bin die Mutter!"" - 2 DoppelS + 1 S; zu Frau Cohen"
666,"Rosenzweig,  Franz","Oppenheim, Gertrud",1925-01-16,Frankfurt,,Kassel,,,,Empf: Couvert; Besuche wichtig! Schreiben so schwer. Zu Spitteler
667,"Rosenzweig,  Franz","Ehrenberg, Eva",1925-01-19,,,Kassel,,,,weiter zur Auseinandersetzg wg. Evas Haltung zum Beruf ihres Mannes Victor.
668,"Rosenzweig, Adele","Rosenzweig,  Franz",1925-01-26,Kassel (Cassel),,Kassel,,,,über M.Buber und H.Cohen; Adeles Einschätzung beider
669,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1925-01-28,,,Kassel,,,,zu Spitteler und Imago(?) Rücks: Gruß Edith
670,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1925-01-28,Frankfurt,,Kassel,,,,Rafaels Frankfurterisch ...
671,"Rosenzweig, Edith","Oppenheim, Gertrud",1925-01-28,Frankfurt,,Kassel,,,,Geburtstage Kindersachen? Das anomale Leben wird das normale.
672,"Rosenzweig, Edith","Rosenstock-H., Margrit",1925-02-06,Frankfurt,,Kassel,,,,Kommen bitte nicht zus. mit GO; überheblich? Gritli ihr lieb; FR dazu GB S. 819.
673,"Rosenzweig,  Edith","Rosenstock-H., Margrit",1925-02-19,Frankfurt,,Kassel,,,,Gritlis Kommen zwecks  Hilfe als Problem.
674,"Rosenzweig, Franz","Buber, Martin",1925-03-05,,,Kassel,,,,zur Erfahrung des Augenblicks
675,"Rosenzweig,  Franz","Strauß, Eduard",1925-05-10,,,Kassel,,,,"zu ""Bauleute""; Vermerk hd Strauß  (vgl.B23) zu Besprechung dazu (wo?);"
676,"Rosenzweig,  Franz u.Ed.","Rosenzweig, Adele",1925-05-17,,,Kassel,,,,Franz zu seinen Kinderbildern; zu Strauß; zu Hilfsschwestern; gez. Franz hd Edith
677,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1925-06-09,Frankfurt,,Kassel,,,,zur neuen Musik
678,"Rosenzweig, Franz","Simon, Ernst",1925-06-11,,,Kassel,,,,"zu E.Simons Kritik an der Zeitschrift ""Morgen"""
679,"Rosenzweig, Franz u. Ed.","Oppenheim, Gertrud",1925-06-16,Frankfurt,,Kassel,,,,Empf:Couvert; treue Freunde; der Stern nicht nur für Männer..
680,"Rosenzweig,  Edith","Oppenheim,  Gertrud",1925-07-15,Frankfurt,,Kassel,,,,"FR war nicht einv.std, dass Edith GO von den Tagen mit Gritli erzählt hat. [C55"
681,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1925-07-21,Frankfurt,,Kassel,,,,"zu R. Hallo u.a.; zu einem Besuch von Gritli, der nicht glücklich war."
682,"Rosenzweig,  Franz","Strauß,  Eduard",1925-08-11,,,Kassel,,,,zum Umgang mit Lehrhaus-Finanzierungsproblemen; gez. Franz hd Edith
683,"Rosenzweig,  Edith","Oppenheim,  Gertrud",1925-09-17,Frankfurt,,Kassel,,,,Dank f Geb. Geschenk an Rafael; zum Besuch Gritlis zwecks Hilfe bei Franz.
684,"Rosenzweig,  Edith","Rosenstock-H., Margrit",1925-10-22,Frankfurt,,Kassel,,,,von der wenigen eigenen Zeit
685,"Rosenzweig,  Franz","Strauß, Eduard",1925-11-10,,,Kassel,,,,schlecht zu lesen! Zu Einzelheiten der Bib.Übers.
686,"Rosenzweig,  Edith","Rosenstock-H., Margrit",1925-11-13,Frankfurt,,Kassel,,,,"""Es geht alles langsam und schlecht."""
687,"Rosenzweig,  Franz","Rosenstock-H, Eugen",1925-11-18,,,Kassel,,,,zu Walter Raeburn - zur Konversion allg.
688,"Rosenzweig, Adele","Rosenzweig,  Rafael",1925-11-25,,,Kassel,,,,"Autorin:Schrift ;""Als Franz so alt war ...""; mit Anm. Edith;s. a.[A25;[C66;[C68;"
689,"Rosenstock-H., Eugen","Rosenzweig,  Franz",1925-12-02,,,Kassel,,,,Absd:Vermerk hdf auf Brief
690,"Rosenzweig,  Franz","Strauß, Eduard",1925-12-31,,,Kassel,,,,"Empfg: ÜbergL, zu einem Brief von Koch; Unterschrift ""Franz"", hdf Edith"
691,"Hallo, Rudolf","Buber, Martin",1925-12-31,"Kassel-B., Stiftsstr. 39",,Kassel,,,,"Dank für Zusendung ""Im Anfang"" - Bibelübersetzung, s. [F1"
692,"Rosenzweig, Franz","Goldner, Martin",1925-12-31,,,Kassel,,,,über einen kritischen Brief an Dr. Koch
693,"Rosenzweig, Edith","Rosenzweig, Adele",1926-01-02,,,Kassel,,,,zu Ärzten; Franz schreibt = spricht  für Rafael!
694,"Oppenheim, Gertrud","Rosenzweig, Franz",1926-01-05,,,Kassel,,,,"zum Bibel- und Buchverständnis;siehe hierzu GS I,2 Nr. 1069"
695,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1926-01-05,Frankfurt,,Kassel,,,,"Zu Bernd Hofmann;Pädagogik;Knigge;Agnes, Tochter GO;Dank f Geburtstagsbrf"
696,"Rosenzweig,  Franz","Strauß, Eduard",1926-01-07,,,Kassel,,,,"Empfg: ÜbergL; zu einem weiteren Brief von Koch; Unterschrift ""Franz"". hdf Edith"
697,"Fritzsche, Robert A.","Rosenzweig, Franz",1926-01-18,Gießen,,Kassel,,,,"zu Bibelübersetzung ""Im Anfang"""
698,"Rosenzweig, Franz","Rosenzweig, Edith",1926-01-23,FfM,,Kassel,,,,"Dat GS; für Edith zu 3. Leonorenouverture - ""nun brichst du täglich mein Verließ"""
699,"Rosenzweig, Franz","Strauß,  Eduard",1926-02-14,,,Kassel,,,,Dat in GS abw.; zur Erkenntnis durch Bibelarbeit von Eduard Strauß
700,"Rosenstock-H., Margrit","Rosenzweig,  Adele",1926-03-10,Säckingen,,Kassel,,,,zu dem Konflikt mit Franz; siehe GB S. 821 f;
701,"Rosenzweig,  Edith u. Rf.","Rosenzweig, Adele",1926-03-12,,,Kassel,,,,"Empf: ""Liebe Mama"". Blei- o. Kopierstift; zu Häuslichkeiten; Rafael diktiert Grüße"
702,"Rosenzweig,  Franz","Strauß, Eduard",1926-03-15,,,Kassel,,,,zur Sicherung der Organisation Lehrhaus
703,"Rosenzweig,  Rafael u. Ed","Rosenzweig, Adele",1926-03-15,Frankfurt,,Kassel,,,,S.1 Diktat von Rafael; S.2 Edith über Rafael (gewöhnt an was?);Stimmung im Hs
704,"Rosenzweig, Edith",,1926-03-25,,,Kassel,,,,Dat hdf i Nachtrag; vom Musikhören; Platte u Original; gehören die Bl. zusammen?
705,"Rosenzweig,  Edith","Oppenheim,  Gertrud",1926-04-17,Frankfurt,,Kassel,,,,zu Agnes (Tochter von GO) und Rafael
706,"Simon, Ernst","Kracauer, Siegfried",1926-05-07,"Ffm,Bockenheimer Ld 115",,Kassel,,,,"[F1: BriefW E.Simon / Kracauer zu Kritik an Übers. ""Im Anfang"" Vgl . [E13 u.[E30"
707,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1926-05-10,Frankfurt,,Kassel,,,,"""Schon wochenlang keine Zeitung gelesen ...""; kommt nicht zum Antworten"
708,"Kracauer, Siegfried","Simon, Ernst",1926-05-12,Frankfurt M,,Kassel,,,,"[F1: BriefW E.Simon / Kracauer zu Kritik an Übers. ""Im Anfang"" Vgl . [E13 u.[E30"
709,N. N.,"Rosenzweig, FR betr",1926-05-16,Lübeck,,Kassel,,,,"kurze Rezension von ""Im Anfang"" in: Lübecker Zeitschr f Politik pp"
710,"Simon, Ernst","Kracauer, Siegrfried",1926-05-17,"Ffm,Bockenheimer Ld 115",,Kassel,,,,"[F1: BriefW E.Simon / Kracauer zu Kritik an Übers. ""Im Anfang"" Vgl . [E13 u.[E30"
711,"Kracauer, Siegfried","Simon, Ernst",1926-05-21,Frankfurt M,,Kassel,,,,"[F1: BriefW E.Simon / Kracauer zu Kritik an Übers. ""Im Anfang"" Vgl . [E13 u.[E30"
712,"Fiebig, P","Rosenzweig, FR betr",1926-05-26,Weimar,,Kassel,,,,"Rezension ""Im Anfang"" in: Literarische Wochenschrift"
713,"Löwenthal, Leo","Rosenzweig, Franz",1926-05-31,Frankfurt M.,,Kassel,,,,zum Umgang mit Kracauers Kritik an Bib.Übers.
714,"Loewenthal, Leo","Rosenzweig, Franz",1926-05-31,Frankfurt/M,,Kassel,,,,"Kritisches zum Umgang mit Kracauers Kritik an Bibelübersetzung, s. [F1"
715,"Rosenzweig, Edith","Oppenheim, Gertrud",1926-06-01,Frankfurt,,Kassel,,,,Fortsstzg 15. Juni [1926];Marianne O.(6J.) ist zu Besuch; und zu Agnes O..
716,N. N.,"Rosenzweig, FR betr",1926-06-01,Stuttgart,,Kassel,,,,"Rezension ""Im Anfang"" in: Gemeindzeitung f d israelit Gemeinden Württembergs"
717,"Seligsohn, Ernst Hch","Rosenzweig, Franz",1926-06-03,Berlin -Grunewald,,Kassel,,,,"zur Kracauerschen Kritik an BibÜbers und Entggng Rosenzweig u Buber,  s. [F1"
718,"Rosenzweig, Franz","Mayer, Eugen",1926-06-14,,,Kassel,,,,"betr. Kritik Bib.Übers. ""Ich habe Löwenthals Brief zurückgeschickt ..."""
719,"Rosenzweig, Franz","Mayer, Eugen",1926-06-14,Frankfurt/M,,Kassel,,,,"""Ich habe Löwenthals Brief zurückgeschickt  ..."" (4 Seiten Begründung),  s. [F1"
720,"Rosenzweig, Franz","Mayer, Eugen",1926-06-15,,,Kassel,,,,bezieht sich auf [E30 und die Kontroverse mit Kracauer zur BibÜbers; siehe [F1
721,"Rosenzweig,  Edith","Oppenheim,  Gertrud",1926-06-18,Frankfurt,,Kassel,,,,Verstehenskonflikt zw. GO und Edith. Ed. fühlt sich unverstanden in ihrer Art
722,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1926-06-20,,,Kassel,,,,"Über seine Empfindlichkeit, die Trudchen bedenken soll!; U.""Franz"", hdf Edith"
723,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1926-06-26,Frankfurt,,Kassel,,,,Bitte um Kommen; den ganzen Tag war Buber da
724,"Mayer, Eugen","Rosenzweig, Franz",1926-06-29,Frankfurt/M,,Kassel,,,,"zu Kritk,  insb Kracauers, an BibÜbers u zu diesbezgl. Briefwechseln, s. [F1"
725,"Loewenberg, Richard","Rosenzweig, Franz",1926-07-21,Hamburg,,Kassel,,,,"Empf:  Nachsatz; zu einer Stelle in der Übersetzung ""Im Anfang"""
726,"Rosenzweig,  Edith","Oppenheim,  Gertrud",1926-08-19,Frankfurt,,Kassel,,,,"""Ihr denkt es euch doch immer noch einfacher, als es wirklich ist"".Agnes z. Hilfe?"
727,"Rosenzweig, Franz","Rosenzweig, Rafael",1926-09-08,,,Kassel,,,,"hdf Edith, ""Klammer auf, ein Küßchen, Klammer zu ...""  Ged.für Rafael zum 4. Geb."
728,"B., W.","Rosenzweig, FR betr",1926-09-08,Stuttgart,,Kassel,,,,"Rezension ""Im Anfang"" in: Stuttgarter Neues Tageblatt"
729,"Jacob, Benno","Buber, Martin",1926-09-28,Dortmund,,Kassel,,,,Empf:  Brf; Dank für Bibelübersetzung
730,"Hesse, Hermann","Buber, Martin betr.",1926-10-07,Berlin,,Kassel,,,,Zitat einer Anmerkung H.Hesses zur Übersetzung in: Berliner Tageblatt
731,L.,"Rosenzweig, FR betr",1926-10-09,Prag,,Kassel,,,,"Rezension ""Im Anfang"" in: Prager Presse"
732,"Rosenzweig, Franz","Glatzer, Nahum",1926-11-13,,,Kassel,,,,zur gemeinsamen Arbeit
733,"Rosenzweig, Franz","Glatzer, Nahum",1926-11-15,,,Kassel,,,,zur gemeinsamen Arbeit
734,"Fritzsche, Robert A.","Rosenzweig, Franz",1926-12-04,Gießen,,Kassel,,,,"zu Inhalt ""Zweistromland"""
735,"Rosenzweig, Franz","Glatzer, Nahum",1926-12-10,,,Kassel,,,,zur gemeinsamen Arbeit
736,"Rosenzweig, Franz","Glatzer, Nahum",1926-12-12,,,Kassel,,,,wg. Recherche zur Gelehrtengeschichte des 18. Jhdts
737,"Rosenzweig, Franz","Simon,  Ernst",1926-12-18,,,Kassel,,,,"es geht nicht um subjektiv vs.objektiv, sond um den Schöpfer und die Geschöpfe"
738,"Schafft, Hermann u. a.","Rosenzweig, Franz",1926-12-25,,,Kassel,,,,"Gratulationen für FR zum 40. Geb; u.a.Schafft, Bl 3; hier Dat.; Prager, Bl 4"
739,"Rosenzweig, Franz","Goldner, Martin",1926-12-29,,,Kassel,,,,"zu Opfer u Gebet, Liebe und Freundschaft"
740,"Rosenzweig, Franz","Glatzer, Nahum",1927-01-03,,,Kassel,,,,zu  einer Stelle in der Übersetzung; Dank für Glückwünsche
741,"Rosenzweig, Franz","Stahl, Rudolf",1927-01-07,,,Kassel,,,,U. in Kopie abgeschn.;zum Schutzengel Michael;zum Weltlichen und zum Heiligen
742,"Rosenzweig, Franz","Strauß, Eduard",1927-01-13,,,Kassel,,,,Empf GS;zum gespannten Verh zu Rothschild;zum Fortgang der Bibelübersetzung
743,"Fritzsche, Robert A.","Rosenzweig, Franz",1927-01-18,Gießen,,Kassel,,,,zu Übers. Halevi und Leviticus
744,"Rosenzweig, Franz","Rosenzweig, Edith",1927-03-28,Frankfurt,,Kassel,,,,"""Als Bräutigam versäumt ich dran zu denken ...""; zum siebten  Hochzeitstag"
745,"Rosenzweig, Franz","Goldner, Martin",1927-05-11,,,Kassel,,,,was sind Erfahrungen; wie wirken sie apriorisch?
746,"Rosenzweig, Franz","Glatzer, Nahum",1927-05-16,,,Kassel,,,,zur gemeinsamen Arbeit
747,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1927-05-25,Frankfurt,,Kassel,,,,Bibelkunde; Parallele zu Kafka (Schloss)
748,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1927-05-25,,,Kassel,,,,"zu Bileam; Assoziation zu Kafka (Scloss); gez. Franz u ""Küsschen"" von Rafael"
749,"Rosenzweig, Franz","Strauß, Eduard",1927-05-27,,,Kassel,,,,"zur erhofften Mitarbeit von Franz  Wolf am ""Morgen"""
750,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1927-05-30,,,Kassel,,,,"Bileam und bibl. Erzählen; s. auch [B012=I,2 Nr. 1152"
751,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1927-05-30,Frankfurt,,Kassel,,,,"zu Bileam und zum Formgeheimnis; fremde Schrift - Edith  zeichnet mit ""Franz"""
752,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1927-06-02,Frankfurt,,Kassel,,,,zu Bibelübersetzung
753,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1927-06-02,,,Kassel,,,,zu einzelnen Problemen der Übersetzung
754,"Rosenzweig, Franz","Glatzer, Nahum",1927-06-03,,,Kassel,,,,zur gemeinsamen Arbeit
755,"Rosenzweig, Franz","Glatzer, Nahum",1927-06-12,,,Kassel,,,,zur gemeinsamen Arbeit
756,"Ehrenberg,  Rudolf","Rosenstock-H.,  Eugen",1927-08-27,Göttingen,,Kassel,,,,"zu einer Aufsatzsammlung über Relig.Fragen, die Eugen geschickt hat; zu d Frden"
757,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1927-08-29,,,Kassel,,,,"zu Wellhausens Gesch.Werk; zu Bibelübersetzg, hier Pessach-""Übergangsmahl"""
758,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1927-08-29,Frankfurt,,Kassel,,,,"Wellhausens ""Israelitische u. jüdische Geschichte""-Grundbuch d.htgen W.schaft"
759,"Cohen, Martha","Rosenzweig,Fam.Ffm",1927-09-12,Reichenhall,,Kassel,,,,"""Liebe Freunde"" = Familie Franz Rosenzweig: Dank für Bib.Übers. und Lob für Ed."
760,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1927-09-30,,,Kassel,,,,"zur Übersetzung Richter-mit Rudis Hilfe ""geglatzert""; Familiäres"
761,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1927-09-30,Frankfurt,,Kassel,,,,zum Buch Richter
762,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1927-10-16,Frankfurt,,Kassel,,,,Erklärung zu den biblischen Namen
763,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1927-10-16,,,Kassel,,,,zur Bedeutung von Namen in den großen Epen. Vgl. Bibel u. Odyssee
764,"Rosenzweig, Franz","Goldner, Martin",1927-10-19,,,Kassel,,,,zu einer Edition
765,"Rosenzweig, Rafael","Rosenzweig,  Adele",1927-10-30,Frankfurt,,Kassel,,,,Diktat für Oma in Kassel; Schrift Edith; Unterschrift Rafael Blockbuchstaben.
766,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1927-10-31,Frankfurt,,Kassel,,,,"zu Josua und Rilkes Gedicht ""Josuas Landgang"""
767,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1927-10-31,,,Kassel,,,,"U.Schrift Edith? Vgl. [B14R; zu Josua; Verweis auf R.-M. Rilke ""Josuas Landgang"""
768,"Rosenzweig, Franz","Glatzer, Nahum",1927-12-15,,,Kassel,,,,zu Glatzers Verhältnis zu Rabbiner Nobel
769,"Beer-Hoffmann, Richard","Rosenzweig, Franz",1927-12-19,Wien,,Kassel,,,,Empfg ÜbergabeL - Zusendung eines Textes über Musik?
770,"Wittig, Joseph","Rosenzweig, Franz",1927-12-19,Schlegel Krs Neurode,,Kassel,,,,
771,"Rosenzweig, Franz","Glatzer, Nahum",1927-12-22,,,Kassel,,,,Frage nach einem Midrasch zum Verlassen der Arche mit Loblied
772,"Fritzsche, Jenny u Rob.","Rosenzweig, Franz",1927-12-23,Gießen,,Kassel,,,,"Rücks.: 24. 12. [19]27 Fritzsche, Robert- Gruß zum Geb. u über ""Lebensalter"""
773,"Mayer, Eugen","Mayer,  Hebe",1928-01-22,"Frankfurt, Meinestr. 12",,Kassel,,,,Fragm. Absd Verm hdf; vom bewegenden Besuch der Rovina H. bei FR; s. [E43
774,"Fritzsche, Robert A.","Rosenzweig, Franz",1928-02-26,Gießen,,Kassel,,,,"zum ""Erzählen"" (Herodot)"
775,"Rosenzweig, Franz","Glatzer, Nahum",1928-03-06,,,Kassel,,,,"zu einem Geschenk mit arab. Musik und Glatzers Verkleidg mit ""Buberbart"""
776,"Rosenzweig,  Franz","Oppenheim, Gertrud",1928-05-08,Frankfurt,,Kassel,,,,"Bleistiftvermerk hd GO: ""8.5.28 Postkarte"""
777,"Rosenzweig, Franz","Oppenheim, Gertrud",1928-06-12,Frankfurt,,Kassel,,,,ohne U. Fragment? zu Marianne; zu Wittig; Buber verreist - Zeit für Briefe
778,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1928-06-28,,,Kassel,,,,"[B8,1 zu Josua u. Richter"
779,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1928-06-28,Frankfurt,,Kassel,,,,"zu Josua und Richter; ""Du verwechselst... immer noch.."""
780,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1928-07-03,,,Kassel,,,,"[B8,2  zu GO's Tochter Marianne als Hilfe im Haus u. zu Rafael"
781,"Rosenzweig,  Franz","Oppenheim,  Gertrud",1928-07-03,Frankfurt,,Kassel,,,,"zu Marianne (Tocht GO) als Bonne, die Rafael vom christl. 'Relions'unterr. erzählt"
